State_Name,District_Name,Block_Name,Panchayat_Name,Village_Name,Habitation_Name,Quality_Parameter,Year
ORISSA,RAYAGADA,PADMAPUR,NAIRA,NAIRAGUDA,CHAKARGUDA,Iron,01-04-12
ORISSA,RAYAGADA,PADMAPUR,NAIRA,BADAKUDING,BADAKUDINGI,Iron,01-04-12
ORISSA,RAYAGADA,PADMAPUR,NAIRA,BADIGAN,TOTAGUDA,Iron,01-04-12
ORISSA,RAYAGADA,PADMAPUR,NAIRA,BADIGAN,DURIGHATI,Iron,01-04-12
ORISSA,RAYAGADA,PADMAPUR,NAIRA,MATUGUDA,METAGUDA,Iron,01-04-12
ORISSA,RAYAGADA,PADMAPUR,INDUPUR,MUCHIKIPADAR,MUCHIKIPODAR,Iron,01-04-12
ORISSA,RAYAGADA,PADMAPUR,INDUPUR,LAUGUDA,LAUGUDA,Iron,01-04-12
ORISSA,RAYAGADA,PADMAPUR,INDUPUR,LAUGUDA,LAUGUDA IAC,Iron,01-04-12
ORISSA,RAYAGADA,PADMAPUR,INDUPUR,DIBIRISINGH,DIBIRISINGI,Iron,01-04-12
ORISSA,RAYAGADA,PADMAPUR,INDUPUR,DIBIRISINGH,PITAMBHARGUDA,Iron,01-04-12
ORISSA,RAYAGADA,PADMAPUR,INDUPUR,ANDURGUDA,ANDRUGUDA,Iron,01-04-12
ORISSA,RAYAGADA,PADMAPUR,INDUPUR,ANDURGUDA,RAMAGUDA,Iron,01-04-12
ORISSA,RAYAGADA,PADMAPUR,INDUPUR,ANDURGUDA,IAY COLONY,Iron,01-04-12
ORISSA,RAYAGADA,PADMAPUR,INDUPUR,INDUPUR,INDUPUR,Iron,01-04-12
ORISSA,RAYAGADA,PADMAPUR,INDUPUR,AMBABADI,AMBABADI,Iron,01-04-12
ORISSA,RAYAGADA,PADMAPUR,KHAMPAPODAR,KHAMAPADAR,NEW COLONY,Iron,01-04-12
ORISSA,RAYAGADA,PADMAPUR,KHAMPAPODAR,MARIGUDA,MARIGUDA,Iron,01-04-12
ORISSA,RAYAGADA,PADMAPUR,KHAMPAPODAR,BIRIPADAR,BIRIPODAR,Iron,01-04-12
ORISSA,RAYAGADA,PADMAPUR,KHAMPAPODAR,BIRIPADAR,SIKARPAI NUASAHI,Iron,01-04-12
ORISSA,RAYAGADA,PADMAPUR,KHAMPAPODAR,ARAI,ARAI,Iron,01-04-12
ORISSA,RAYAGADA,PADMAPUR,KHILAPODAR,LACHAMANGUDA,LACHMANGUDA,Iron,01-04-12
ORISSA,RAYAGADA,PADMAPUR,KHILAPODAR,KHALAPADAR,KHILAPODAR,Iron,01-04-12
ORISSA,RAYAGADA,RAMANGUDA,PARIKITI,NARAUGABADI,NARANGABADI,Iron,01-04-12
ORISSA,RAYAGADA,RAMANGUDA,PARIKITI,GUMAGUDA,KOMAINGUDA(KOMALAGUDA),Iron,01-04-12
ORISSA,RAYAGADA,RAMANGUDA,PARIKITI,RAMANGUDA,KHILAPADAR,Iron,01-04-12
ORISSA,RAYAGADA,RAMANGUDA,PARIKITI,RAMANGUDA,TAMPARIGUDA IAC,Iron,01-04-12
ORISSA,RAYAGADA,RAMANGUDA,SDHAMINI,RUGURDUBAL,RUGUDUBAI,Iron,01-04-12
ORISSA,RAYAGADA,RAMANGUDA,SDHAMINI,TANDIKONA,TANDIKONACOLONY,Iron,01-04-12
ORISSA,RAYAGADA,RAMANGUDA,SDHAMINI,DAMBAPULUSI,DOMBAPULISI,Iron,01-04-12
RAJASTHAN,NAGAUR,MAKRANA,NIMBARI,LADOLI,THAKRO KI DHANI,Salinity,01-04-12
RAJASTHAN,NAGAUR,MAKRANA,NIMBARI,LADOLI,NEWDA BERA KI DHANI,Salinity,01-04-12
RAJASTHAN,NAGAUR,MAKRANA,NIMBARI,LADOLI,BABLO KI DHANI,Salinity,01-04-12
RAJASTHAN,NAGAUR,MAKRANA,NIMBARI,LADOLI,NOJLA KI DHANI,Fluoride,01-04-12
RAJASTHAN,NAGAUR,MAKRANA,SABALPUR,SABALPUR,BAJDOLIYO (ATHUNI) KI DHANI,Salinity,01-04-12
RAJASTHAN,NAGAUR,MAKRANA,SABALPUR,SABALPUR,DUDIYO (GORSI) KI DHANI,Salinity,01-04-12
RAJASTHAN,NAGAUR,MAKRANA,SABALPUR,MAMDOLI,KUKNO KI DHANI,Salinity,01-04-12
RAJASTHAN,NAGAUR,MAKRANA,SABALPUR,KOLA DOONGRI,KOLADUNGRI,Salinity,01-04-12
RAJASTHAN,NAGAUR,MAKRANA,BORAWAR,BORAWAR,KANSIYA BERA KI DHANI,Salinity,01-04-12
RAJASTHAN,NAGAUR,MAKRANA,BORAWAR,BORAWAR,LUHARIYA KI DHANI,Salinity,01-04-12
RAJASTHAN,NAGAUR,MAKRANA,BORAWAR,BORAWAR,PIRASIYA KI DHANI,Salinity,01-04-12
RAJASTHAN,NAGAUR,MAKRANA,BORAWAR,BORAWAR,AANWLA KI DHANI,Salinity,01-04-12
RAJASTHAN,NAGAUR,MAKRANA,BORAWAR,BORAWAR,PRATAPJI KI DHANI,Salinity,01-04-12
RAJASTHAN,NAGAUR,MAKRANA,JAKHLI,JAKHLI,KALJI BHAMU KI DHANI,Fluoride,01-04-12
RAJASTHAN,NAGAUR,MAKRANA,JAKHLI,CHAWANDIYA,CHAWANDIYA,Salinity,01-04-12
RAJASTHAN,NAGAUR,MAKRANA,JAKHLI,DODWARI,DODWARI,Fluoride,01-04-12
RAJASTHAN,NAGAUR,MAKRANA,BHINCHAWA,RATANPURA,RATANPURA,Fluoride,01-04-12
RAJASTHAN,NAGAUR,MAKRANA,BHINCHAWA,HARNAWA TOSEENA,HARNAWA-TOSHINA,Salinity,01-04-12
RAJASTHAN,NAGAUR,MAKRANA,BHINCHAWA,HARNAWA TOSEENA,BAWLIYA BERA KI DHANI,Salinity,01-04-12
RAJASTHAN,NAGAUR,MAKRANA,BHINCHAWA,SOORATPURA,SURATPURA,Fluoride,01-04-12
RAJASTHAN,NAGAUR,MAKRANA,CHANDI,DEOLA,DEVLA,Salinity,01-04-12
RAJASTHAN,NAGAUR,MAKRANA,CHANDI,DEOLA,JATON KI DHANI,Salinity,01-04-12
RAJASTHAN,NAGAUR,MAKRANA,KUKROD,KUKROD,VIJAYPURA,Fluoride,01-04-12
RAJASTHAN,NAGAUR,MAKRANA,KUKROD,SOOTHLI,SUNTHLI,Fluoride,01-04-12
RAJASTHAN,NAGAUR,MAKRANA,ASARWA,RAITHALIYA,RATHLIYA,Fluoride,01-04-12
RAJASTHAN,NAGAUR,MAKRANA,ASARWA,RAITHALIYA,LOCHABO KI DHANI,Fluoride,01-04-12
RAJASTHAN,NAGAUR,MAKRANA,ASARWA,RAITHALIYA,BHAMBHUWO KI DHANI,Fluoride,01-04-12
RAJASTHAN,NAGAUR,MAKRANA,ASARWA,RAITHALIYA,GANGASAGAR KI DHANI,Fluoride,01-04-12
RAJASTHAN,NAGAUR,MAKRANA,JUSARIYA,JOOSARIYA,JUSARIYA,Salinity,01-04-12
RAJASTHAN,NAGAUR,MAKRANA,JUSARIYA,MIDKIYA,PUROHITO KI DHANI,Salinity,01-04-12
RAJASTHAN,NAGAUR,MAKRANA,BARWALI,BARWALI,BARWALI,Salinity,01-04-12
RAJASTHAN,NAGAUR,MAKRANA,BARWALI,BARWALI,JATON KI DHANI,Salinity,01-04-12
RAJASTHAN,NAGAUR,MAKRANA,BARWALI,BARWALI,MEGHWALO KI DHANI,Salinity,01-04-12
RAJASTHAN,NAGAUR,MAKRANA,BARWALI,BARWALI,GUJRON KI DHANI,Salinity,01-04-12
RAJASTHAN,NAGAUR,MAKRANA,BARWALI,BARWALI,BALAIYO KI DHANI,Salinity,01-04-12
RAJASTHAN,NAGAUR,MAKRANA,BARWALI,BARWALI,MEGHWLO KI DHANI,Salinity,01-04-12
RAJASTHAN,NAGAUR,MAKRANA,BARWALI,BARWALA,PABUJI KI DHANI,Salinity,01-04-12
RAJASTHAN,NAGAUR,MAKRANA,MODI CHARNA,MANANI,MALIYO KI DHANI,Fluoride,01-04-12
RAJASTHAN,NAGAUR,PARBATSAR,NENIYA,NENIYA,RATHIYA KI DHANI,Salinity,01-04-12
RAJASTHAN,NAGAUR,PARBATSAR,NENIYA,KANWALAD,RAJPUTON KI DHANI,Salinity,01-04-12
RAJASTHAN,NAGAUR,PARBATSAR,ROHINDI,MALAS GUSAIYAN,MALAS GOSAI,Salinity,01-04-12
RAJASTHAN,NAGAUR,PARBATSAR,ROHINDI,MALAS GUSAIYAN,BEDA KI DHANI,Salinity,01-04-12
RAJASTHAN,NAGAUR,PARBATSAR,ROHINDI,MALAS GUSAIYAN,NATHO KI DHANI,Salinity,01-04-12
RAJASTHAN,NAGAUR,PARBATSAR,ROHINDI,ROHINDI,ROHINDI,Salinity,01-04-12
RAJASTHAN,NAGAUR,PARBATSAR,ROHINDI,ROHINDI,ACHARIYO KI DHANI,Salinity,01-04-12
RAJASTHAN,NAGAUR,PARBATSAR,ROHINDI,ROHINDI,KHERLIYO KI DHANI,Salinity,01-04-12
RAJASTHAN,NAGAUR,PARBATSAR,ROHINDI,ROHINDI,RADO KI DHANI,Salinity,01-04-12
RAJASTHAN,NAGAUR,PARBATSAR,PEEPLAD,PEEPLAD,NAYODA BERA KI DHANI,Salinity,01-04-12
RAJASTHAN,NAGAUR,PARBATSAR,PEEPLAD,PEEPLAD,SERANIYO KI DHANI,Salinity,01-04-12
RAJASTHAN,NAGAUR,PARBATSAR,PEEPLAD,PEEPLAD,VYOSO KI DHANI,Salinity,01-04-12
RAJASTHAN,NAGAUR,PARBATSAR,PEEPLAD,PEEPLAD,BADODA BERA KI DHANI,Salinity,01-04-12
RAJASTHAN,NAGAUR,PARBATSAR,PEEPLAD,PEEPLAD,CABARWALO KI DHANI,Salinity,01-04-12
RAJASTHAN,NAGAUR,PARBATSAR,PEEPLAD,PEEPLAD,GUJRON KI DHANI,Salinity,01-04-12
RAJASTHAN,NAGAUR,PARBATSAR,PEEPLAD,PEEPLAD,MALIYO KI DHANI,Salinity,01-04-12
RAJASTHAN,NAGAUR,PARBATSAR,PEEPLAD,ARATH,GUJRON KI DHANI,Fluoride,01-04-12
RAJASTHAN,NAGAUR,PARBATSAR,PEEPLAD,ARATH,BRAHMNO KI DHANI,Salinity,01-04-12
RAJASTHAN,NAGAUR,PARBATSAR,PEEPLAD,ARATH,PAREEKO KI DHANI,Salinity,01-04-12
RAJASTHAN,NAGAUR,PARBATSAR,PEEPLAD,MEHGAON,MEHGAON,Salinity,01-04-12
RAJASTHAN,NAGAUR,PARBATSAR,PEEPLAD,MEHGAON,BHAMBIYO KI DHANI,Salinity,01-04-12
RAJASTHAN,NAGAUR,PARBATSAR,PEEPLAD,MEHGAON,KISHORPURA,Salinity,01-04-12
RAJASTHAN,NAGAUR,PARBATSAR,BAGOTH,BAGOT,DHANNA KI DHANI,Salinity,01-04-12
RAJASTHAN,NAGAUR,PARBATSAR,BAGOTH,BAGOT,DURACHARAN KI DHANI,Salinity,01-04-12
RAJASTHAN,NAGAUR,PARBATSAR,BAGOTH,DHUNTHIYAN,NAYODA KI DHANI,Salinity,01-04-12
RAJASTHAN,NAGAUR,PARBATSAR,BAGOTH,DHUNTHIYAN,NADA BERA KI DHANI,Salinity,01-04-12
RAJASTHAN,NAGAUR,PARBATSAR,JAWLA,JAWLA,DARLIYO KI DHANI,Fluoride,01-04-12
RAJASTHAN,NAGAUR,PARBATSAR,JAWLA,JAWLA,GUMANAWALA BERA KI DHANI,Fluoride,01-04-12
RAJASTHAN,NAGAUR,PARBATSAR,JAWLA,JAWLA,HUMALAN KI DHANI,Fluoride,01-04-12
RAJASTHAN,NAGAUR,PARBATSAR,JAWLA,JAWLA,KUMARON KI I DHANI,Fluoride,01-04-12
RAJASTHAN,NAGAUR,PARBATSAR,JAWLA,JAWLA,KERAWALI NADI,Fluoride,01-04-12
RAJASTHAN,NAGAUR,PARBATSAR,JAWLA,JAWLA,MEGHWALO KI DHANI,Fluoride,01-04-12
RAJASTHAN,NAGAUR,PARBATSAR,JAWLA,JAWLA,NAINO KI DHANI,Fluoride,01-04-12
RAJASTHAN,NAGAUR,PARBATSAR,JAWLA,TEEWLI,TIWALI,Fluoride,01-04-12
RAJASTHAN,NAGAUR,PARBATSAR,JAWLA,TEEWLI,GODARON KI DHANI,Fluoride,01-04-12
RAJASTHAN,NAGAUR,PARBATSAR,DHADHOTA,MADHWA,MADHAWA,Salinity,01-04-12
RAJASTHAN,NAGAUR,PARBATSAR,DHADHOTA,MADHWA,ACHARYO KI DHANI,Fluoride,01-04-12
RAJASTHAN,NAGAUR,PARBATSAR,DHADHOTA,DHADHOTA,KUMARO KI DHANI,Salinity,01-04-12
RAJASTHAN,NAGAUR,PARBATSAR,DHADHOTA,DHADHOTA,DODIWALO KI DHANI,Salinity,01-04-12
RAJASTHAN,NAGAUR,PARBATSAR,DHADHOTA,DHADHOTA,SARNO KI DHANI,Salinity,01-04-12
RAJASTHAN,NAGAUR,PARBATSAR,DHADHOTA,DHADHOTA,CHOYLO KI DHANI,Salinity,01-04-12
RAJASTHAN,NAGAUR,PARBATSAR,DHADHOTA,DHADHOTA,BOCHLO KI DHANI,Salinity,01-04-12
RAJASTHAN,BHARATPUR,BAYANA,SHAHPUR,SINGHAN KHERA,SINGHAN KHERA,Salinity,01-04-12
RAJASTHAN,BHARATPUR,BAYANA,SHERGARH,CHAHAL,CHAHAL,Salinity,01-04-12
RAJASTHAN,BHARATPUR,RUPBAS,SAHANA,CHAK SHAHNA,CHAK SHAHNA,Salinity,01-04-12
RAJASTHAN,BHARATPUR,RUPBAS,SAHANA,TEHRA BRAHMAN,TEHRA BRAHMAN,Salinity,01-04-12
RAJASTHAN,BHARATPUR,RUPBAS,FATEHPUR,FATEHPUR,FATEHPUR,Salinity,01-04-12
RAJASTHAN,BHARATPUR,RUPBAS,FATEHPUR,JAICHAULI,JAICHAULI,Salinity,01-04-12
RAJASTHAN,BHARATPUR,RUPBAS,GHALAU,GAHLAU,GAHLAU,Salinity,01-04-12
RAJASTHAN,BHARATPUR,RUPBAS,GHALAU,CHAK KHARKA,CHAK KHARKA,Salinity,01-04-12
RAJASTHAN,BHARATPUR,RUPBAS,GHALAU,KHARKA,KHARKA,Salinity,01-04-12
RAJASTHAN,BHARATPUR,RUPBAS,GHALAU,BARHA PATTI,BARHA PATTI,Salinity,01-04-12
RAJASTHAN,BHARATPUR,RUPBAS,GHALAU,RUNDH KHARKA,RUNDH KHARKA,Salinity,01-04-12
RAJASTHAN,BHARATPUR,RUPBAS,KHARERA,BARKOLI,BARKOLI,Salinity,01-04-12
RAJASTHAN,BHARATPUR,RUPBAS,KHARERA,JUGLA PATTI,JUGLA PATTI,Salinity,01-04-12
RAJASTHAN,BHARATPUR,RUPBAS,KHARERA,KHARERA,KHARERA,Salinity,01-04-12
RAJASTHAN,BHARATPUR,RUPBAS,UCHCHAIN,UCHCHAIN,UCHCHAIN,Salinity,01-04-12
RAJASTHAN,BHARATPUR,RUPBAS,ANDHIYARI,TIHIYA PATTI,TIHIYA PATTI,Salinity,01-04-12
RAJASTHAN,BHARATPUR,RUPBAS,ANDHIYARI,TIHIYA PATTI,NAGLA TEJ SINGH,Salinity,01-04-12
RAJASTHAN,BHARATPUR,RUPBAS,ANDHIYARI,TIHIYA PATTI,NAGLA TOTA,Salinity,01-04-12
RAJASTHAN,BHARATPUR,RUPBAS,ANDHIYARI,TIHIYA PATTI,NAGLA GOKHALA,Salinity,01-04-12
RAJASTHAN,BHARATPUR,RUPBAS,BEHRAREKHPURA,NEKPUR,NEKPUR,Salinity,01-04-12
RAJASTHAN,BHARATPUR,RUPBAS,BEHRAREKHPURA,NEKPUR,CHAK NAGLA BEEJA,Salinity,01-04-12
RAJASTHAN,BHARATPUR,RUPBAS,BEHRAREKHPURA,KAIMASI,KAIMASI,Salinity,01-04-12
RAJASTHAN,BHARATPUR,RUPBAS,BARAH MAFI,SIKRODA,SIKRODA,Salinity,01-04-12
RAJASTHAN,BHARATPUR,RUPBAS,MUDHERA,MUDHERA,MUDHERA,Salinity,01-04-12
RAJASTHAN,BHARATPUR,RUPBAS,MUDHERA,KUNDER,KUNDER,Salinity,01-04-12
RAJASTHAN,BHARATPUR,RUPBAS,BHAINSA,BHAISA,BHAISA,Salinity,01-04-12
RAJASTHAN,BHARATPUR,RUPBAS,BHAINSA,BHAISA,NAGLA AJEET,Salinity,01-04-12
RAJASTHAN,BHARATPUR,RUPBAS,BHAINSA,BAHRAWALI,BAHRAWALI,Salinity,01-04-12
RAJASTHAN,BHARATPUR,RUPBAS,NAGLA BEEJA,RAHEEMPUR,RAHEEMPUR,Salinity,01-04-12
RAJASTHAN,BHARATPUR,RUPBAS,NAGLA BEEJA,SHERI KALAN,SHERI KALAN,Salinity,01-04-12
RAJASTHAN,BHARATPUR,RUPBAS,NAGLA TEHRIYAN MAFI,PANA,PANA,Salinity,01-04-12
RAJASTHAN,BHARATPUR,RUPBAS,NAGLA TEHRIYAN MAFI,PANA,NAGLA TOTA,Salinity,01-04-12
RAJASTHAN,BHARATPUR,RUPBAS,NAGLA TEHRIYAN MAFI,PANA,NAGLA CHOKHANDA,Salinity,01-04-12
RAJASTHAN,BHARATPUR,RUPBAS,NAGLA TEHRIYAN MAFI,PANA,NAGLA CHOKHA,Salinity,01-04-12
RAJASTHAN,BHARATPUR,RUPBAS,SEDPURA,SEDPURA,SEDPURA,Salinity,01-04-12
RAJASTHAN,BHARATPUR,RUPBAS,SEDPURA,GAHNOLI,GAHNOLI,Salinity,01-04-12
RAJASTHAN,BHARATPUR,RUPBAS,SEDPURA,PASAUNRA,PASAUNRA,Salinity,01-04-12
RAJASTHAN,BHARATPUR,RUPBAS,SEDPURA,GARHI,GARHI,Salinity,01-04-12
RAJASTHAN,BHARATPUR,RUPBAS,SEDPURA,BURANA,BURANA,Salinity,01-04-12
RAJASTHAN,BHARATPUR,RUPBAS,KHUDASA,CHANDOLI,CHANDOLI,Salinity,01-04-12
RAJASTHAN,BHARATPUR,RUPBAS,KHUDASA,MURRIKA,MURRIKA,Salinity,01-04-12
RAJASTHAN,BHARATPUR,RUPBAS,BARIGHA,BARIGHA,BARIGHA,Salinity,01-04-12
RAJASTHAN,BHARATPUR,RUPBAS,BARIGHA,JINDPURA,JINDPURA,Salinity,01-04-12
RAJASTHAN,BHARATPUR,RUPBAS,BARIGHA,JINDPURA,NAGLA PUDHIYA,Salinity,01-04-12
RAJASTHAN,BHARATPUR,RUPBAS,MARAULI,BOSOLI,NAGLA BOSOLI,Salinity,01-04-12
RAJASTHAN,BHARATPUR,RUPBAS,MARAULI,BOSOLI,NAGLA GOLA,Salinity,01-04-12
RAJASTHAN,BHARATPUR,RUPBAS,MADAPURA,MADAPURA,MADAPURA,Salinity,01-04-12
RAJASTHAN,BHARATPUR,RUPBAS,MADAPURA,KHATIPURA,KHATIPURA,Salinity,01-04-12
RAJASTHAN,BHARATPUR,RUPBAS,MADAPURA,KAKRAUA,KAKRAUA,Salinity,01-04-12
RAJASTHAN,BHARATPUR,RUPBAS,MADAPURA,KAKRAUA,NAGLA TONTPUR,Salinity,01-04-12
RAJASTHAN,BHARATPUR,RUPBAS,BHAWANPURA,JAREELA,JAREELA,Salinity,01-04-12
RAJASTHAN,BHARATPUR,RUPBAS,ODEL GADDI,ODEL GADDI,ODEL GADDI,Salinity,01-04-12
RAJASTHAN,BHARATPUR,RUPBAS,ODEL GADDI,ODEL JAT,ODEL JAT,Salinity,01-04-12
RAJASTHAN,BHARATPUR,RUPBAS,ODEL GADDI,ODEL JAT,NAGLA BRAHMAN,Salinity,01-04-12
RAJASTHAN,BHARATPUR,RUPBAS,ODEL GADDI,NAGLA JARELA,NAGLA JARELA,Salinity,01-04-12
RAJASTHAN,BHARATPUR,RUPBAS,ODEL GADDI,GHATA,GHATA,Salinity,01-04-12
RAJASTHAN,BHARATPUR,RUPBAS,ODEL GADDI,NAGLA PACHHADARA,NAGLA PACHHADARA,Salinity,01-04-12
RAJASTHAN,BHARATPUR,RUPBAS,DHANA,DHANA,DHANA,Salinity,01-04-12
RAJASTHAN,BHARATPUR,RUPBAS,DHANA,SAJJANWAS,SAJJANWAS,Salinity,01-04-12
RAJASTHAN,BHARATPUR,RUPBAS,SHAKKARPUR,SHAKKARPUR,SHAKKARPUR,Salinity,01-04-12
RAJASTHAN,BHARATPUR,RUPBAS,SHAKKARPUR,SAMESARA,SAMESARA,Salinity,01-04-12
RAJASTHAN,BHARATPUR,RUPBAS,SHAKKARPUR,PANDURI,PANDURI,Iron,01-04-12
RAJASTHAN,BHARATPUR,RUPBAS,SHAKKARPUR,JASWANT NAGAR,JASWANT NAGAR,Salinity,01-04-12
RAJASTHAN,BHARATPUR,RUPBAS,SHAKKARPUR,JASWANT NAGAR,NAGLA BABOOL,Salinity,01-04-12
RAJASTHAN,BHARATPUR,RUPBAS,CHENKORA,CHEKORA,CHEKORA,Salinity,01-04-12
RAJASTHAN,BHARATPUR,RUPBAS,CHENKORA,CHEKORA,NAGLA KAREEL,Salinity,01-04-12
RAJASTHAN,BHARATPUR,RUPBAS,DUMARIYA,DUMRIYA,NAGLA TULA,Salinity,01-04-12
RAJASTHAN,BHARATPUR,RUPBAS,DAHINAGAON,DAHINA GAON,DAHINA GAON,Salinity,01-04-12
RAJASTHAN,BHARATPUR,RUPBAS,DAHINAGAON,MAHALPUR KACHHI,NAGLA TYOHARI,Salinity,01-04-12
RAJASTHAN,BHARATPUR,RUPBAS,NIBHERA,NABHERA,BABU KACHI KI DHANI,Salinity,01-04-12
RAJASTHAN,BHARATPUR,RUPBAS,NIBHERA,RATUA,NAGLA KACHI,Salinity,01-04-12
RAJASTHAN,BHARATPUR,RUPBAS,NIBHERA,SEMRA MAFI,SEMRA MAFI,Salinity,01-04-12
RAJASTHAN,BHARATPUR,RUPBAS,KHERA THAKUR,CHAK GOOJAR BALAI,CHAK GOOJAR BALAI,Salinity,01-04-12
RAJASTHAN,BHARATPUR,RUPBAS,KHERA THAKUR,GOOJAR BALAI,GOOJAR BALAI,Salinity,01-04-12
RAJASTHAN,BHARATPUR,RUPBAS,SIRROND,SIRROND,SIRROND,Salinity,01-04-12
RAJASTHAN,BHARATPUR,RUPBAS,SIRROND,SIRROND,NAGLA BHOLA,Salinity,01-04-12
RAJASTHAN,BHARATPUR,RUPBAS,SIRROND,SIRROND,SIRROND KHURD,Salinity,01-04-12
RAJASTHAN,BHARATPUR,RUPBAS,SIRROND,CHURARI DANG,CHURARI DANG,Salinity,01-04-12
RAJASTHAN,BHARATPUR,RUPBAS,SIRROND,MOROLI DANG,MOROLI DANG,Salinity,01-04-12
RAJASTHAN,BHARATPUR,RUPBAS,MAHALPUR CHURA,MAHALPUR CHOORA,MAHALPUR CHOORA,Salinity,01-04-12
RAJASTHAN,BHARATPUR,RUPBAS,JOTROLI,RANPUR,RANPUR,Salinity,01-04-12
RAJASTHAN,JODHPUR,BALESAR,BIRAI,BIRAI,CHELARAM KD,Salinity,01-04-12
RAJASTHAN,JODHPUR,BALESAR,BIRAI,BIRAI,MEGHWALON CHANAUKI DHANI,Salinity,01-04-12
RAJASTHAN,JODHPUR,BALESAR,BIRAI,BIRAI,CHARNO KUMNARON KD DHANIA,Salinity,01-04-12
RAJASTHAN,JODHPUR,BALESAR,BIRAI,BIRAI,SUTHARON KD,Salinity,01-04-12
RAJASTHAN,JODHPUR,BALESAR,BIRAI,BIRAI,SINDHIYON KD,Salinity,01-04-12
RAJASTHAN,JODHPUR,BALESAR,BIRAI,BIRAI,CHARNO RAWALO KD,Salinity,01-04-12
RAJASTHAN,JODHPUR,BALESAR,BIRAI,BIRAI,BHILE MEGHWALON KD,Salinity,01-04-12
RAJASTHAN,JODHPUR,BALESAR,BIRAI,BIRAI,SADON KD,Salinity,01-04-12
RAJASTHAN,JODHPUR,BALESAR,BIRAI,BIRAI,RAWALON MEGHWALON  KD,Salinity,01-04-12
RAJASTHAN,JODHPUR,BALESAR,BIRAI,BIRAI,KUMHARON KD,Salinity,01-04-12
RAJASTHAN,JODHPUR,BALESAR,BIRAI,BIRAI,JATON KD,Salinity,01-04-12
RAJASTHAN,JODHPUR,BALESAR,BIRAI,BIRAI,GURUWO KD,Salinity,01-04-12
RAJASTHAN,JODHPUR,BALESAR,BIRAI,BIRAI,BRAHMANO KD,Salinity,01-04-12
RAJASTHAN,JODHPUR,BALESAR,BIRAI,BIRAI,RAWALO KD,Salinity,01-04-12
RAJASTHAN,JODHPUR,BALESAR,BIRAI,BIRAI,BALRO KD,Salinity,01-04-12
RAJASTHAN,JODHPUR,BALESAR,BIRAI,BIRAI,CHARNO KD,Salinity,01-04-12
RAJASTHAN,JODHPUR,BALESAR,BIRAI,BIRAI,MEGHWALON KD UTAMBER ROAD,Salinity,01-04-12
RAJASTHAN,JODHPUR,BALESAR,BIRAI,RAJABANDH,RAJA BANDH,Salinity,01-04-12
RAJASTHAN,JODHPUR,BALESAR,BIRAI,RAJABANDH,SANG SINGH KD,Salinity,01-04-12
RAJASTHAN,JODHPUR,BALESAR,BIRAI,RAJABANDH,ROOPDAN & SADO KD,Salinity,01-04-12
RAJASTHAN,JODHPUR,BALESAR,BIRAI,RAJABANDH,RAIKON KD,Salinity,01-04-12
RAJASTHAN,JODHPUR,BALESAR,BIRAI,RAJABANDH,GUROWO & MEGHWALO KD,Salinity,01-04-12
RAJASTHAN,JODHPUR,BALESAR,BIRAI,RAJABANDH,GURDO KD,Salinity,01-04-12
RAJASTHAN,JODHPUR,BALESAR,BIRAI,RAJABANDH,MADANIYON KD,Salinity,01-04-12
RAJASTHAN,JODHPUR,BALESAR,BIRAI,RAJABANDH,PURANI AABDI SHIV MANDIR KE PAS,Salinity,01-04-12
RAJASTHAN,JODHPUR,BALESAR,BIRAI,RAJABANDH,DARJI & RAIKO KD,Salinity,01-04-12
RAJASTHAN,JODHPUR,BALESAR,BIRAI,RAJABANDH,KUMHARON & SADO KD,Salinity,01-04-12
RAJASTHAN,JODHPUR,BALESAR,BIRAI,RAJABANDH,DARJIYON & SUTHARON KD,Salinity,01-04-12
RAJASTHAN,JODHPUR,BALESAR,KUI INDA,KUI JODHA,KUI JODHA,Salinity,01-04-12
RAJASTHAN,JODHPUR,BALESAR,KUI INDA,KUI JODHA,KALYAN SINGH KD,Salinity,01-04-12
RAJASTHAN,JODHPUR,BALESAR,KUI INDA,KUI JODHA,BABO  KD,Salinity,01-04-12
RAJASTHAN,JODHPUR,BALESAR,KUI INDA,KUI JODHA,MEGHWALON  KD,Salinity,01-04-12
RAJASTHAN,JODHPUR,BALESAR,KUI INDA,KUI JODHA,DARJIYO  KD,Salinity,01-04-12
RAJASTHAN,JODHPUR,BALESAR,KUI INDA,KUI JODHA,SUTHARO  KD,Salinity,01-04-12
RAJASTHAN,JODHPUR,BALESAR,KUI INDA,KUI JODHA,JETUSINGH SHANKHALA  KD,Salinity,01-04-12
RAJASTHAN,JODHPUR,BALESAR,KUI INDA,KUI JODHA,GOOADEV RAJPUTO  KD,Salinity,01-04-12
RAJASTHAN,JODHPUR,BALESAR,KUI INDA,KUI JODHA,GALAREA MEGHWALON KD,Salinity,01-04-12
RAJASTHAN,JODHPUR,BALESAR,KUI INDA,KUI JODHA,BHEELO  KD,Salinity,01-04-12
RAJASTHAN,JODHPUR,BALESAR,KUI INDA,KUI INDA,KUI INDA,Salinity,01-04-12
RAJASTHAN,JODHPUR,BALESAR,KUI INDA,KUI INDA,SADUL SINGH KD,Salinity,01-04-12
RAJASTHAN,JODHPUR,BALESAR,KUI INDA,KUI INDA,BHEEMJI KD,Salinity,01-04-12
RAJASTHAN,JODHPUR,BALESAR,KUI INDA,KUI INDA,SOLANKNON KD,Salinity,01-04-12
